participant.id_in_session,participant.code,participant.label,participant._is_bot,participant._index_in_pages,participant._max_page_index,participant._current_app_name,participant._current_page_name,participant.time_started_utc,participant.visited,participant.mturk_worker_id,participant.mturk_assignment_id,participant.payoff,player.id_in_group,player.role,player.payoff,player.decoding_answer,player.task_number,player.correct_answers,player.secret_number,player.sender_choice,player.sender_message,player.x_count,player.bundle_secret_numbers_json,player.bundle_receiver_scores_json,player.bundle_receiver_average_score,player.sender_message_encoded,player.sender_code,player.receiver_guess,player.tutorial_message,player.tutorial_x_count,player.tutorial_message_encoded,player.math_solution,player.sender_win_prob,player.receiver_win_prob,player.sender_wins,player.receiver_wins,player.honesty_rate,player.credulity_rate,player.guess_confirmed,player.wrong_answer,player.wrong_answer_count,player.Q_task,player.Q_task_count,player.Q_payoff,player.Q_payoff_count,player.Q_message_origin,player.Q_message_origin_count,player.Q_fixbelief_understanding,player.Q_fixbelief_understanding_count,player.Q_nouncertainty_understanding,player.Q_nouncertainty_understanding_count,player.Q_payoff_other,player.Q_payoff_other_count,player.Q_independence,player.Q_independence_count,player.Q_secret_number_generation,player.Q_secret_number_generation_count,player.Q_no_knowledge_guess,player.Q_no_knowledge_guess_count,player.is_sender_payoff_relevant,player.is_receiver_payoff_relevant,player.belief_honest_pct,player.honesty_guess,player.honesty_certainty,player.credulity_guess,player.credulity_certainty,player.strategy_explanation,group.id_in_subsession,subsession.round_number,session.code,session.label,session.mturk_HITId,session.mturk_HITGroupId,session.comment,session.is_demo
11,qxe0gwby,1,1,655,654,survey,Redirect,2026-03-30 15:13:34.318885,1,,,42000.0,11,,4000.0,,1,0,5,4,4,0,[],[0.9722222222222222],0.9722222222222222,4,5r1bqnb3,4.0,6,2,6,0,0.5,0.9722222222222222,1,1,0.0,0.0,1,0,0,Adivinar el número secreto,0,Adivinando el número secreto lo más precisamente posible,0,Fueron escritos por participantes del Jugador A que participaron en un experimento anterior,0,na,0,na,0,Haciendo que adivines lo más alto posible,0,"Cualquier número es igualmente probable, independientemente de las rondas anteriores",0,Lo genera aleatoriamente el computador,0,Adivinar 4 (el promedio de todos los números posibles),0,0,1,0,,,,,,1,1,r6fnu2ss,,,,,1
12,nic87rql,1,1,655,654,survey,Redirect,2026-03-30 15:13:36.639023,1,,,50000.0,12,,4000.0,,1,0,6,3,3,0,[],[0.8888888888888888],0.8888888888888888,3,5zdn5z6s,4.0,6,2,6,0,0.5,0.8888888888888888,0,1,0.0,0.0,1,0,0,Adivinar el número secreto,0,Adivinando el número secreto lo más precisamente posible,0,Fueron escritos por participantes del Jugador A que participaron en un experimento anterior,0,na,0,na,0,Haciendo que adivines lo más alto posible,0,"Cualquier número es igualmente probable, independientemente de las rondas anteriores",0,Lo genera aleatoriamente el computador,0,Adivinar 4 (el promedio de todos los números posibles),0,0,1,0,,,,,,1,1,r6fnu2ss,,,,,1
13,bj6mp1m3,1,1,655,654,survey,Redirect,2026-03-30 15:13:39.590314,1,,,50000.0,13,,4000.0,,1,0,2,5,5,0,[],[0.8888888888888888],0.8888888888888888,5,re4laue2,4.0,6,2,6,0,0.5,0.8888888888888888,1,1,0.0,0.0,1,0,0,Adivinar el número secreto,0,Adivinando el número secreto lo más precisamente posible,0,Fueron escritos por participantes del Jugador A que participaron en un experimento anterior,0,na,0,na,0,Haciendo que adivines lo más alto posible,0,"Cualquier número es igualmente probable, independientemente de las rondas anteriores",0,Lo genera aleatoriamente el computador,0,Adivinar 4 (el promedio de todos los números posibles),0,0,1,0,,,,,,1,1,r6fnu2ss,,,,,1
14,qtikmj84,1,1,655,654,survey,Redirect,2026-03-30 15:13:42.004944,1,,,44000.0,14,,4000.0,,1,0,4,5,5,0,[],[1.0],1.0,5,gtwo2wtk,4.0,6,2,6,0,0.5,1.0,0,1,0.0,0.0,1,0,0,Adivinar el número secreto,0,Adivinando el número secreto lo más precisamente posible,0,Fueron escritos por participantes del Jugador A que participaron en un experimento anterior,0,na,0,na,0,Haciendo que adivines lo más alto posible,0,"Cualquier número es igualmente probable, independientemente de las rondas anteriores",0,Lo genera aleatoriamente el computador,0,Adivinar 4 (el promedio de todos los números posibles),0,0,1,0,,,,,,1,1,r6fnu2ss,,,,,1
15,sb11vi86,1,1,655,654,survey,Redirect,2026-03-30 15:13:44.875852,1,,,41000.0,15,,0.0,,1,0,4,0,0,0,[],[],0.0,El Jugador A no envió un número,ejekyhc7,4.0,6,2,6,0,0.0,0.0,0,0,0.0,0.0,1,0,0,Adivinar el número secreto,0,Adivinando el número secreto lo más precisamente posible,0,Fueron escritos por participantes del Jugador A que participaron en un experimento anterior,0,na,0,na,0,Haciendo que adivines lo más alto posible,0,"Cualquier número es igualmente probable, independientemente de las rondas anteriores",0,Lo genera aleatoriamente el computador,0,Adivinar 4 (el promedio de todos los números posibles),0,0,1,0,,,,,,1,1,r6fnu2ss,,,,,1
16,2a5rrfma,1,1,655,654,survey,Redirect,2026-03-30 15:13:48.597210,1,,,49000.0,16,,4000.0,,1,0,4,5,5,0,[],[1.0],1.0,5,tmz0cshs,4.0,6,2,6,0,0.5,1.0,0,1,0.0,0.0,1,0,0,Adivinar el número secreto,0,Adivinando el número secreto lo más precisamente posible,0,Fueron escritos por participantes del Jugador A que participaron en un experimento anterior,0,na,0,na,0,Haciendo que adivines lo más alto posible,0,"Cualquier número es igualmente probable, independientemente de las rondas anteriores",0,Lo genera aleatoriamente el computador,0,Adivinar 4 (el promedio de todos los números posibles),0,0,1,0,,,,,,1,1,r6fnu2ss,,,,,1
1,aih6vigb,1,1,655,654,survey,Redirect,2026-03-30 15:12:30.920020,1,,,42000.0,1,,0.0,,1,0,2,6,6,0,[],[0.8888888888888888],0.8888888888888888,6,q7e3i7qi,4.0,0,2,,0,0.5,0.8888888888888888,0,1,0.0,0.0,1,1,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,1,0,0,,,,,,1,2,r6fnu2ss,,,,,1
2,lkm0acgc,1,1,655,654,survey,Redirect,2026-03-30 15:13:16.345843,1,,,50000.0,2,,0.0,,1,0,6,8,6,0,[],[0.8888888888888888],0.8888888888888888,6,a278zoa5,4.0,0,2,,0,0.5,0.8888888888888888,1,1,0.0,0.0,1,1,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,1,0,0,,,,,,1,2,r6fnu2ss,,,,,1
3,pw4trmjs,1,1,655,654,survey,Redirect,2026-03-30 15:13:18.102041,1,,,42000.0,3,,0.0,,1,0,7,8,7,0,[],[0.75],0.75,7,h6ny4sp5,4.0,0,2,,0,0.5,0.75,1,1,0.0,0.0,1,1,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,1,0,0,,,,,,1,2,r6fnu2ss,,,,,1
4,uxedcf11,1,1,655,654,survey,Redirect,2026-03-30 15:13:20.128437,1,,,41000.0,4,,0.0,,1,0,5,7,7,0,[],[0.9722222222222222],0.9722222222222222,7,ekko3dni,4.0,0,2,,0,0.5,0.9722222222222222,0,1,0.0,0.0,1,1,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,1,0,0,,,,,,1,2,r6fnu2ss,,,,,1
5,j71ms0hl,1,1,655,654,survey,Redirect,2026-03-30 15:13:21.669563,1,,,45000.0,5,,0.0,,1,0,3,4,4,0,[],[0.9722222222222222],0.9722222222222222,4,yggbjnz3,4.0,0,2,,0,0.5,0.9722222222222222,1,1,0.0,0.0,1,1,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,1,0,0,,,,,,1,2,r6fnu2ss,,,,,1
6,w5pudjp7,1,1,655,654,survey,Redirect,2026-03-30 15:13:23.961238,1,,,50000.0,6,,0.0,,1,0,7,5,5,0,[],[0.75],0.75,5,32ch5583,4.0,0,2,,0,0.5,0.75,0,0,0.0,0.0,1,1,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,1,0,0,,,,,,1,2,r6fnu2ss,,,,,1
7,epfy7e30,1,1,655,654,survey,Redirect,2026-03-30 15:13:25.742756,1,,,48000.0,7,,0.0,,1,0,1,7,7,0,[],[0.75],0.75,7,ur9vtr5u,4.0,0,2,,0,0.5,0.75,0,1,0.0,0.0,1,1,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,1,0,0,,,,,,1,2,r6fnu2ss,,,,,1
8,lcpoawza,1,1,655,654,survey,Redirect,2026-03-30 15:13:27.770445,1,,,50000.0,8,,0.0,,1,0,7,6,6,0,[],[0.75],0.75,6,g9yzp9x1,4.0,0,2,,0,0.5,0.75,0,1,0.0,0.0,1,1,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,1,0,0,,,,,,1,2,r6fnu2ss,,,,,1
9,i63yjlqn,1,1,655,654,survey,Redirect,2026-03-30 15:13:29.630357,1,,,46000.0,9,,0.0,,1,0,3,3,3,0,[],[0.9722222222222222],0.9722222222222222,3,vqb2qgpb,4.0,0,2,,0,0.5,0.9722222222222222,0,1,0.0,0.0,1,1,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,1,0,0,,,,,,1,2,r6fnu2ss,,,,,1
10,zzx9j8v4,1,1,655,654,survey,Redirect,2026-03-30 15:13:31.841225,1,,,42000.0,10,,0.0,,1,0,7,6,6,0,[],[0.75],0.75,6,11mnwgcp,4.0,0,2,,0,0.5,0.75,0,0,0.0,0.0,1,1,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,1,0,0,,,,,,1,2,r6fnu2ss,,,,,1
11,qxe0gwby,1,1,655,654,survey,Redirect,2026-03-30 15:13:34.318885,1,,,42000.0,11,,0.0,,1,0,3,7,7,0,[],[0.9722222222222222],0.9722222222222222,7,5r1bqnb3,4.0,0,2,,0,0.5,0.9722222222222222,1,1,0.0,0.0,1,1,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,1,0,0,,,,,,1,2,r6fnu2ss,,,,,1
12,nic87rql,1,1,655,654,survey,Redirect,2026-03-30 15:13:36.639023,1,,,50000.0,12,,0.0,,1,0,6,2,2,0,[],[0.8888888888888888],0.8888888888888888,2,5zdn5z6s,4.0,0,2,,0,0.5,0.8888888888888888,0,1,0.0,0.0,1,1,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,1,0,0,,,,,,1,2,r6fnu2ss,,,,,1
13,bj6mp1m3,1,1,655,654,survey,Redirect,2026-03-30 15:13:39.590314,1,,,50000.0,13,,0.0,,1,0,7,5,5,0,[],[0.75],0.75,5,re4laue2,4.0,0,2,,0,0.5,0.75,0,1,0.0,0.0,1,1,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,1,0,0,,,,,,1,2,r6fnu2ss,,,,,1
14,qtikmj84,1,1,655,654,survey,Redirect,2026-03-30 15:13:42.004944,1,,,44000.0,14,,0.0,,1,0,6,3,3,0,[],[0.8888888888888888],0.8888888888888888,3,gtwo2wtk,4.0,0,2,,0,0.5,0.8888888888888888,0,1,0.0,0.0,1,1,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,1,0,0,,,,,,1,2,r6fnu2ss,,,,,1
15,sb11vi86,1,1,655,654,survey,Redirect,2026-03-30 15:13:44.875852,1,,,41000.0,15,,0.0,,1,0,7,3,3,0,[],[0.75],0.75,3,ejekyhc7,4.0,0,2,,0,0.5,0.75,1,0,0.0,0.0,1,1,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,1,0,0,,,,,,1,2,r6fnu2ss,,,,,1
16,2a5rrfma,1,1,655,654,survey,Redirect,2026-03-30 15:13:48.597210,1,,,49000.0,16,,0.0,,1,0,2,3,3,0,[],[0.8888888888888888],0.8888888888888888,3,tmz0cshs,4.0,0,2,,0,0.5,0.8888888888888888,0,0,0.0,0.0,1,1,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,1,0,0,,,,,,1,2,r6fnu2ss,,,,,1
1,aih6vigb,1,1,655,654,survey,Redirect,2026-03-30 15:12:30.920020,1,,,42000.0,1,,0.0,,1,0,7,5,5,0,[],[0.75],0.75,5,q7e3i7qi,4.0,0,2,,0,0.5,0.75,1,0,0.0,0.0,1,1,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,0,1,0,,,,,,1,3,r6fnu2ss,,,,,1
2,lkm0acgc,1,1,655,654,survey,Redirect,2026-03-30 15:13:16.345843,1,,,50000.0,2,,4000.0,,1,0,7,8,7,0,[],[0.75],0.75,7,a278zoa5,4.0,0,2,,0,0.5,0.75,1,1,0.0,0.0,1,1,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,0,1,0,,,,,,1,3,r6fnu2ss,,,,,1
3,pw4trmjs,1,1,655,654,survey,Redirect,2026-03-30 15:13:18.102041,1,,,42000.0,3,,4000.0,,1,0,2,8,2,0,[],[0.8888888888888888],0.8888888888888888,2,h6ny4sp5,4.0,0,2,,0,0.5,0.8888888888888888,1,1,0.0,0.0,1,1,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,0,1,0,,,,,,1,3,r6fnu2ss,,,,,1
4,uxedcf11,1,1,655,654,survey,Redirect,2026-03-30 15:13:20.128437,1,,,41000.0,4,,4000.0,,1,0,5,5,5,0,[],[0.9722222222222222],0.9722222222222222,5,ekko3dni,4.0,0,2,,0,0.5,0.9722222222222222,0,1,0.0,0.0,1,1,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,0,1,0,,,,,,1,3,r6fnu2ss,,,,,1
5,j71ms0hl,1,1,655,654,survey,Redirect,2026-03-30 15:13:21.669563,1,,,45000.0,5,,4000.0,,1,0,4,6,6,0,[],[1.0],1.0,6,yggbjnz3,4.0,0,2,,0,0.5,1.0,0,1,0.0,0.0,1,1,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,0,1,0,,,,,,1,3,r6fnu2ss,,,,,1
6,w5pudjp7,1,1,655,654,survey,Redirect,2026-03-30 15:13:23.961238,1,,,50000.0,6,,4000.0,,1,0,1,7,7,0,[],[0.75],0.75,7,32ch5583,4.0,0,2,,0,0.5,0.75,1,1,0.0,0.0,1,1,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,0,1,0,,,,,,1,3,r6fnu2ss,,,,,1
7,epfy7e30,1,1,655,654,survey,Redirect,2026-03-30 15:13:25.742756,1,,,48000.0,7,,4000.0,,1,0,3,5,5,0,[],[0.9722222222222222],0.9722222222222222,5,ur9vtr5u,4.0,0,2,,0,0.5,0.9722222222222222,0,1,0.0,0.0,1,1,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,0,1,0,,,,,,1,3,r6fnu2ss,,,,,1
8,lcpoawza,1,1,655,654,survey,Redirect,2026-03-30 15:13:27.770445,1,,,50000.0,8,,4000.0,,1,0,3,5,5,0,[],[0.9722222222222222],0.9722222222222222,5,g9yzp9x1,4.0,0,2,,0,0.5,0.9722222222222222,0,1,0.0,0.0,1,1,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,0,1,0,,,,,,1,3,r6fnu2ss,,,,,1
9,i63yjlqn,1,1,655,654,survey,Redirect,2026-03-30 15:13:29.630357,1,,,46000.0,9,,4000.0,,1,0,4,6,6,0,[],[1.0],1.0,6,vqb2qgpb,4.0,0,2,,0,0.5,1.0,1,1,0.0,0.0,1,1,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,0,1,0,,,,,,1,3,r6fnu2ss,,,,,1
10,zzx9j8v4,1,1,655,654,survey,Redirect,2026-03-30 15:13:31.841225,1,,,42000.0,10,,4000.0,,1,0,1,5,5,0,[],[0.75],0.75,5,11mnwgcp,4.0,0,2,,0,0.5,0.75,1,1,0.0,0.0,1,1,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,0,1,0,,,,,,1,3,r6fnu2ss,,,,,1
11,qxe0gwby,1,1,655,654,survey,Redirect,2026-03-30 15:13:34.318885,1,,,42000.0,11,,4000.0,,1,0,7,5,5,0,[],[0.75],0.75,5,5r1bqnb3,4.0,0,2,,0,0.5,0.75,0,1,0.0,0.0,1,1,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,0,1,0,,,,,,1,3,r6fnu2ss,,,,,1
12,nic87rql,1,1,655,654,survey,Redirect,2026-03-30 15:13:36.639023,1,,,50000.0,12,,4000.0,,1,0,4,8,4,0,[],[1.0],1.0,4,5zdn5z6s,4.0,0,2,,0,0.5,1.0,1,1,0.0,0.0,1,1,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,0,1,0,,,,,,1,3,r6fnu2ss,,,,,1
13,bj6mp1m3,1,1,655,654,survey,Redirect,2026-03-30 15:13:39.590314,1,,,50000.0,13,,4000.0,,1,0,2,5,5,0,[],[0.8888888888888888],0.8888888888888888,5,re4laue2,4.0,0,2,,0,0.5,0.8888888888888888,0,1,0.0,0.0,1,1,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,0,1,0,,,,,,1,3,r6fnu2ss,,,,,1
14,qtikmj84,1,1,655,654,survey,Redirect,2026-03-30 15:13:42.004944,1,,,44000.0,14,,4000.0,,1,0,3,8,3,0,[],[0.9722222222222222],0.9722222222222222,3,gtwo2wtk,4.0,0,2,,0,0.5,0.9722222222222222,1,1,0.0,0.0,1,1,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,0,1,0,,,,,,1,3,r6fnu2ss,,,,,1
15,sb11vi86,1,1,655,654,survey,Redirect,2026-03-30 15:13:44.875852,1,,,41000.0,15,,4000.0,,1,0,3,8,3,0,[],[0.9722222222222222],0.9722222222222222,3,ejekyhc7,4.0,0,2,,0,0.5,0.9722222222222222,0,1,0.0,0.0,1,1,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,0,1,0,,,,,,1,3,r6fnu2ss,,,,,1
16,2a5rrfma,1,1,655,654,survey,Redirect,2026-03-30 15:13:48.597210,1,,,49000.0,16,,4000.0,,1,0,5,7,7,0,[],[0.9722222222222222],0.9722222222222222,7,tmz0cshs,4.0,0,2,,0,0.5,0.9722222222222222,0,1,0.0,0.0,1,1,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,0,1,0,,,,,,1,3,r6fnu2ss,,,,,1
1,aih6vigb,1,1,655,654,survey,Redirect,2026-03-30 15:12:30.920020,1,,,42000.0,1,,4000.0,,1,0,7,8,7,0,[],[0.75],0.75,7,q7e3i7qi,4.0,0,2,,0,0.5,0.75,1,1,0.0,0.0,1,1,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,0,1,0,,,,,,1,4,r6fnu2ss,,,,,1
2,lkm0acgc,1,1,655,654,survey,Redirect,2026-03-30 15:13:16.345843,1,,,50000.0,2,,4000.0,,1,0,7,4,4,0,[],[0.75],0.75,4,a278zoa5,4.0,0,2,,0,0.5,0.75,1,1,0.0,0.0,1,1,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,na,0,0,1,0,,,,,,1,4,r6fnu2ss,,,,,1
